canonical_entity_key,checker_reason,fact_abn_equal,fact_acn_equal,fact_name_equal_normalised,fact_postcode_equal,fact_state_conflict,method,name_a,name_b,our_confidence,pair_id,reviewed_by,sample,source_a,source_b,verdict
abn:37766767683,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Warrnambool Surf Life Saving Club Inc,WARRNAMBOOL SURF LIFE SAVING CLUB INC,0.75,L00502,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:77159767843,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,ENDEAVOUR GROUP LIMITED,Endeavour Group Limited,0.45,U00541,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:67006682113,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,DELAWARE NORTH VENUE SERVICES PTY LTD,Delaware North Venue Services Pty Ltd,0.45,U00908,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:37067391511,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,AUSTRALIAN LEISURE AND HOSPITALITY GROUP PTY LIMITED,Australian Leisure and Hospitality Group Pty Ltd,0.45,U00408,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:56006426599,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,LOVELY PANCAKES PTY LTD,Lovely Pancakes Pty. Ltd.,0.45,U00899,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:77159767843,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,ENDEAVOUR GROUP LIMITED,Endeavour Group Limited,0.45,U00569,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:12377614012,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,MONASH UNIVERSITY,Monash University,0.45,U00312,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:54131457700,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,Mildura Airport Pty Ltd,MILDURA AIRPORT PTY LTD,0.45,U00343,claude-sonnet (independent reviewer),below_threshold,historical-australian-government-contrac,victorian-liquor-licences-by-location,yes
abn:82007512414,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,LIQUORLAND (AUSTRALIA) PTY LTD,Liquorland (Australia) Pty. Ltd.,0.45,U00701,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:77159767843,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,ENDEAVOUR GROUP LIMITED,Endeavour Group Limited,0.45,U00634,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:77159767843,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,ENDEAVOUR GROUP LIMITED,Endeavour Group Limited,0.45,U00578,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:82007512414,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,LIQUORLAND (AUSTRALIA) PTY LTD,Liquorland (Australia) Pty. Ltd.,0.45,U00692,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:12377614012,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,Monash University,MONASH UNIVERSITY,0.45,U00311,claude-sonnet (independent reviewer),below_threshold,historical-australian-government-contrac,victorian-liquor-licences-by-location,yes
abn:82007512414,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,LIQUORLAND (AUSTRALIA) PTY LTD,Liquorland (Australia) Pty. Ltd.,0.45,U00793,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:77159767843,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,ENDEAVOUR GROUP LIMITED,Endeavour Group Limited,0.45,U00478,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:82007512414,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,LIQUORLAND (AUSTRALIA) PTY LTD,Liquorland (Australia) Pty. Ltd.,0.45,U00826,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:77159767843,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,ENDEAVOUR GROUP LIMITED,Endeavour Group Limited,0.45,U00545,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:37067391511,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,AUSTRALIAN LEISURE AND HOSPITALITY GROUP PTY LTD,Australian Leisure and Hospitality Group Pty Ltd,0.45,U00398,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:82007512414,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,LIQUORLAND (AUSTRALIA) PTY LTD,Liquorland (Australia) Pty. Ltd.,0.45,U00727,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:77159767843,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,ENDEAVOUR GROUP LIMITED,Endeavour Group Limited,0.45,U00526,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:77159767843,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,ENDEAVOUR GROUP LIMITED,Endeavour Group Limited,0.45,U00636,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:77159767843,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,ENDEAVOUR GROUP LIMITED,Endeavour Group Limited,0.45,U00443,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:94284074898,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,Hope Media Ltd,HOPE MEDIA LTD,0.45,U00217,claude-sonnet (independent reviewer),below_threshold,acnc-registered-charities,asic-company-dataset,yes
abn:82007512414,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,LIQUORLAND (AUSTRALIA) PTY LTD,Liquorland (Australia) Pty. Ltd.,0.45,U00705,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:77159767843,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,ENDEAVOUR GROUP LIMITED,Endeavour Group Limited,0.45,U00504,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:77159767843,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,ENDEAVOUR GROUP LIMITED,Endeavour Group Limited,0.45,U00596,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:82007512414,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,LIQUORLAND (AUSTRALIA) PTY LTD,Liquorland (Australia) Pty. Ltd.,0.45,U00753,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:67006682113,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,DELAWARE NORTH VENUE SERVICES PTY LTD,Delaware North Venue Services Pty Ltd,0.45,U00910,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:52001056195,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,SINGAPORE AIRLINES LTD,Singapore Airlines Ltd,0.45,U00285,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:82007512414,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,LIQUORLAND (AUSTRALIA) PTY LTD,Liquorland (Australia) Pty. Ltd.,0.45,U00758,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:77159767843,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,ENDEAVOUR GROUP LIMITED,Endeavour Group Limited,0.45,U00576,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:53682143626,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,"SOUTHERN CROSS CARE (SA, NT & VIC) INCORPORATED","Southern Cross Care (Sa, Nt & Vic) Incorporated",0.45,U00182,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:24147664579,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,AUSTRALIAN FOOTBALL LEAGUE (VICTORIA) LIMITED,Australian Football League (Victoria) Limited,0.45,U01009,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:17065560885,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,AAPC PROPERTIES PTY LIMITED,Aapc Properties Pty Limited,0.45,U00969,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:25679793340,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,RICHMOND FOOTBALL CLUB LIMITED,Richmond Football Club Limited,0.45,U00888,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:77159767843,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,ENDEAVOUR GROUP LIMITED,Endeavour Group Limited,0.45,U00589,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:94000728398,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,WINC AUSTRALIA PTY LIMITED,WINC AUSTRALIA PTY LIMITED,0.45,U00279,claude-sonnet (independent reviewer),below_threshold,historical-australian-government-contrac,victorian-liquor-licences-by-location,yes
abn:20079066407,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,NANDO'S AUSTRALIA PTY LTD,Nando's Australia Pty Ltd,0.45,U00947,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:84002705224,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,UNIVERSITY OF MELBOURNE,UNIVERSITY OF MELBOURNE,0.45,U00305,claude-sonnet (independent reviewer),below_threshold,historical-australian-government-contrac,victorian-liquor-licences-by-location,yes
abn:17106297394,Grill'D Leasing Pty Ltd is a distinct leasing entity from the operating company Grill'D Pty Ltd.,False,False,False,False,False,name_only,GRILL'D LEASING PTY LTD,Grill'D Pty Ltd,0.45,U00923,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,no
abn:48089164803,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,OPEN DOOR PUB CO. PTY LTD,Open Door Pub Co. Pty Limited,0.45,U00642,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:95003044997,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,P MANETTAS & CO TECHNICAL PTY LTD,P Manettas & Co Technical Pty Ltd,0.45,U00989,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:84002705224,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,UNIVERSITY OF MELBOURNE,University Of Melbourne,0.45,U00306,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:12377614012,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,Monash University,MONASH UNIVERSITY,0.45,U00310,claude-sonnet (independent reviewer),below_threshold,historical-australian-government-contrac,victorian-liquor-licences-by-location,yes
abn:21412481916,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,Half Moon Bay Life Saving And Swimming Club Inc.,HALF MOON BAY LIFE SAVING AND SWIMMING CLUB INC,0.45,U00219,claude-sonnet (independent reviewer),below_threshold,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:82007512414,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,LIQUORLAND (AUSTRALIA) PTY LTD,Liquorland (Australia) Pty. Ltd.,0.45,U00818,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:68005226595,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,FOOTSCRAY FOOTBALL CLUB LIMITED,Footscray Football Club Limited,0.45,U00886,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:77159767843,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,ENDEAVOUR GROUP LIMITED,Endeavour Group Limited,0.45,U00552,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:77159767843,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,ENDEAVOUR GROUP LIMITED,Endeavour Group Limited,0.45,U00490,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:77159767843,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,ENDEAVOUR GROUP LIMITED,Endeavour Group Limited,0.45,U00598,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
abn:77159767843,Same legal name and matching location corroborate this is the same entity.,False,False,True,False,False,name_only,ENDEAVOUR GROUP LIMITED,Endeavour Group Limited,0.45,U00606,claude-sonnet (independent reviewer),below_threshold,victorian-liquor-licences-by-location,wgea-dataset,yes
